identificacion,capitalSuscrito,numeroTotalEmpleados
01792192153001,170000.0000,
01792192323001,800.0000,2
01792192986001,400.0000,3
01792193214001,400.0000,2
01792084172001,400.0000,6
01792092043001,3600.0000,2
01792092698001,1000.0000,4
01792218039001,30000.0000,2
01792218187001,400.0000,2
01792218306001,400.0000,3
01792219221001,1760168.0000,27
01792219892001,5000.0000,4
01792220106001,25800.0000,3
01792220378001,1252.0000,40
01792221048001,2000.0000,3
01792221374001,1750.0000,9
01792221730001,1000.0000,9
01792222133001,800.0000,3
01792222559001,10000.0000,2
01792223504001,20000.0000,28
01792223997001,16402.0000,3
01792224160001,10500.0000,4
01792224942001,400.0000,4
01792225019001,1000.0000,9
01792226163001,2000.0000,2
01792226848001,800.0000,3
01792226880001,5000.0000,6
01792226961001,5000.0000,7
01792227011001,1400.0000,2
01792227577001,5000.0000,5
01792227909001,2200.0000,4
01792227976001,27800.0000,18
01792228387001,450.0000,3
01792228492001,10000.0000,9
01792229146001,1000.0000,4
01792229464001,400.0000,1
01792229669001,400.0000,4
01792229839001,400.0000,4
01792229871001,2000.0000,18
01792314453001,800.0000,21
01792314488001,800.0000,1
01792314585001,400.0000,2
01792314593001,400.0000,4
01792314631001,1000.0000,3
01792314739001,12000.0000,4
01792314798001,400000.0000,36
01792314828001,30800.0000,4
01792315360001,321910.0000,9
01792315484001,2000.0000,4
01792315891001,2000.0000,4
01792316324001,400.0000,8
01792316596001,800.0000,4
01792316715001,4143323.0000,191
01792317649001,10000.0000,2
01792317827001,5000.0000,6
01792317916001,400.0000,6
01792317932001,800.0000,3
01792318556001,800.0000,20
01792318947001,800.0000,1
01792318955001,800.0000,3
01792319021001,10400.0000,11
01792319293001,800.0000,5
01792319307001,26000.0000,44
01792320062001,1200.0000,71
01792320178001,400.0000,3
01792193931001,400.0000,29
01792194059001,800.0000,3
01792194261001,300400.0000,
01792194830001,90400.0000,13
01792195160001,800.0000,3
01792195446001,3300.0000,1
01792195454001,20800.0000,2
01792196752001,1000.0000,6
01792197198001,1200.0000,5
01792197430001,400.0000,3
01792199387001,3000.0000,19
01792199395001,400.0000,4
01792200431001,1500.0000,7
01792201039001,755000.0000,23
01792201233001,10000.0000,4
01792201861001,80800.0000,25
01792202159001,10000.0000,
01792203627001,800.0000,2
01792203813001,400.0000,2
01792203856001,1000.0000,6
01792204178001,500.0000,2
01792204844001,211189.0000,8
01792205360001,25000.0000,1
01792205662001,930.0000,2
01792206111001,100400.0000,50
01792115183001,800.0000,4
01792126363001,400.0000,4
01792400635001,800.0000,2
01792400945001,30000.0000,3
01792401038001,800.0000,2
01792401135001,50000.0000,1357
01792401151001,2000.0000,2
01792401534001,400.0000,1
01792401771001,400.0000,2
01792401909001,140000.0000,4
01792402190001,10000.0000,2
01792402387001,400.0000,2
01792402557001,5000.0000,2
01792402581001,6500.0000,2
01792402883001,10000.0000,3
01792403057001,98198.0000,6
01792403103001,400.0000,2
01792403308001,800.0000,4
01792403332001,800.0000,2
01792404002001,10800.0000,1
01792404185001,51753.0000,23
01792404207001,10000.0000,2
01792404363001,2000.0000,4
01792404401001,5305150.0000,40
01792404525001,1000.0000,13
01792404649001,800.0000,2
01792404703001,71755.8100,4
01792405203001,1000.0000,20
01792405440001,2000.0000,2
01792405513001,800.0000,4
01792405580001,800.0000,2
01792405602001,400.0000,2
01792405734001,400.0000,8
01792405750001,800.0000,7
01792405777001,109500.0000,9
01792405785001,800.0000,4
01792405866001,400.0000,4
01792406013001,800.0000,4
01792406021001,800.0000,4
01792406102001,414.0000,4
01792236568001,2000.0000,5
01792236886001,400.0000,4
01792237416001,400.0000,10
01792240387001,800.0000,2
01792240441001,800.0000,7
01792240603001,2000.0000,7
01792240743001,48400.0000,11
01792241774001,80000.0000,8
01792242495001,2000.0000,3
01792243017001,5000.0000,1
01792243564001,132675.0000,9
01792243688001,5000.0000,2
01792244013001,400.0000,4
01792415020001,800.0000,3
01792415152001,10000.0000,3
01792415381001,400.0000,4
01792415896001,606000.0000,3
01792415934001,800.0000,3
01792415950001,800.0000,2
01792415969001,400.0000,5
01792416086001,800.0000,7
01792416094001,400.0000,2
01792416183001,1000.0000,17
01792416213001,400.0000,2
01792416345001,1000.0000,4
01792416388001,1200.0000,10
01792416442001,2110000.0000,1
01792416493001,2000.0000,5
01792416728001,400.0000,4
01792416876001,16000.0000,4
01792416981001,800.0000,3
01792417074001,1000.0000,25
01792417414001,800.0000,2
01792417457001,2000.0000,2
01792417600001,400.0000,1
01792417783001,1000.0000,16
01792417899001,400.0000,6
01792417910001,400.0000,4
01792417953001,400.0000,2
01792418070001,10500.0000,4
01792418135001,1000.0000,9
01792418143001,60501.0000,3
01792418151001,1000.0000,2
01792418275001,300000.0000,40
01792418445001,23075.0000,6
01792418453001,800.0000,2
01792418496001,400.0000,3
01792418712001,1000.0000,23
01792329388001,400.0000,4
01792329434001,840.0000,2
01792330114001,800.0000,2
01792330580001,400.0000,7
01792330637001,2000.0000,5
01792330645001,2000.0000,2
01792330661001,1500.0000,5
01792331625001,40400.0000,3
01792331706001,10000.0000,10
01792331870001,1000.0000,8
01792332087001,90000.0000,16
01792332214001,100000.0000,10
01792332303001,70000.0000,16
01792332818001,15400.0000,1
01792333652001,4800.0000,3
01792333687001,2000.0000,
01792333881001,43632514.0000,1
01792333946001,400.0000,3
01792334063001,134000.0000,2
01792334144001,800.0000,1
01792334195001,10000.0000,2
01792334314001,35000.0000,5
01792335388001,400.0000,5
01792335485001,6000.0000,3
01792335906001,400.0000,2
01792336171001,100400.0000,20
01792336384001,800.0000,2
01792336619001,10000.0000,36
01792337194001,5000.0000,9
01792337313001,30800.0000,79
01792337844001,10000.0000,59
01792338751001,400.0000,2
01792338832001,2500.0000,6
01792338859001,400.0000,10
01792338905001,50000.0000,3
00190418960001,800.0000,2
00190419088001,400.0000,4
00190419266001,1000.0000,5
00190419398001,1000.0000,6
00190419452001,1000.0000,2
00190419487001,855.0000,4
00190419665001,800.0000,5
00190419975001,400.0000,2
00190420086001,20000.0000,2
00190420108001,400.0000,1
00190420345001,800.0000,1
00190420388001,800.0000,2
00190420442001,790000.0000,3
00190420558001,1000.0000,3
00190420647001,800.0000,1
00190420868001,1600.0000,2
00190420957001,2000.0000,11
00190421082001,1000.0000,3
00190421104001,400.0000,3
00190421201001,400.0000,5
00190421244001,10000.0000,2
00190421333001,400.0000,8
00190421481001,400.0000,2
00190421554001,800.0000,4
00190421686001,400.0000,6
00190421856001,805.0000,4
00190422100001,1000.0000,2
00190422143001,70000.0000,23
00190422186001,2000.0000,2
00190422194001,600.0000,3
00190422259001,800.0000,2
00190422305001,10000.0000,2
00190422437001,10000.0000,16
00190422593001,800.0000,3
00190422704001,5000.0000,4
00190422712001,800.0000,2
00190423212001,1000.0000,2
00190423417001,510.0000,2
00190423603001,1600.0000,4
00190423778001,1900.0000,2
00190423840001,828.0000,2
00190424456001,400.0000,4
00190424561001,1000.0000,1
00190425096001,2000.0000,2
00190425134001,20000.0000,2
00190425142001,400.0000,2
00190425185001,5000.0000,2
00190425339001,10000.0000,4
00190425347001,72040.0000,2
00190425487001,800.0000,1
00190425568001,800.0000,3
00190425592001,900.0000,3
00190425797001,1000.0000,4
00190425886001,1000.0000,6
00190426017001,180000.0000,2
00190426084001,400.0000,2
00190426157001,5000.0000,3
00190426343001,8550.0000,1
00190426351001,400.0000,
00190426416001,400.0000,2
00190426475001,800.0000,4
00190426661001,800.0000,
00190426769001,400.0000,
00190426955001,3000.0000,1
00190427293001,10000.0000,2
00190427668001,120000.0000,4
00190427943001,2000.0000,4
00190428001001,10000.0000,2
00190428079001,400.0000,1
00190428559001,400.0000,2
00190428869001,6000.0000,1
00190429334001,840.0000,2
00190408698001,20100.0000,1
00190408892001,800.0000,2
00190409562001,1000.0000,3
00190409740001,840.0000,2
00190410552001,3798000.0000,79
00190410633001,400.0000,2
00190411508001,600.0000,3
00190411699001,810.0000,2
00190411729001,3000.0000,3
00190399311001,12500.0000,24
00190412040001,400.0000,3
01792344875001,2000.0000,3
01792345510001,20000.0000,4
01792345871001,800.0000,11
01792346061001,100000.0000,3
01792346304001,400.0000,3
01792346355001,25000.0000,3
01792346592001,400.0000,6
01792347173001,800.0000,6
01792347556001,5000.0000,4
01792347599001,6800.0000,3
01792348072001,15000.0000,3
01792348366001,400.0000,3
01792348498001,400.0000,1
01792348684001,60000.0000,22
01792349389001,20800.0000,15
01792349567001,2000.0000,8
01792349575001,1000.0000,3
01792349613001,800.0000,4
01792350018001,5000.0000,5
01792350026001,2500.0000,4
01792350042001,150000.0000,1
01792350247001,737223.0000,14
01792350565001,10000.0000,10
01792351707001,10000.0000,12
01792351804001,1000.0000,1
01792351812001,10400.0000,49
01792352053001,41276.0000,3
01792352363001,100000000.0000,69
01792352533001,910.0000,2
01792352592001,400.0000,5
01792352754001,2000.0000,3
01792352800001,5000.0000,2
01792353149001,897810.0000,4
01792353378001,2500.0000,2
01792353386001,800.0000,3
01792353718001,800.0000,4
01792353831001,2000.0000,
01792353912001,400.0000,2
01792354080001,162400.0000,4
01792354110001,20000.0000,4
01792354153001,25000.0000,2
01792354188001,5000.0000,8
01792354382001,260125.0000,35
01792354404001,405000.0000,3
01792354692001,800.0000,1
01792354811001,60000.0000,8
01792354943001,80000.0000,2
01792355168001,1000.0000,
01792355206001,1000000.0000,4
01792355257001,33428571.0000,20
01792355346001,400.0000,2
01792356040001,400.0000,3
01792356121001,400.0000,4
01792356296001,400.0000,3
01792356423001,1387500.0000,24
01792356431001,800.0000,10
01792212251001,400.0000,4
01792255597001,800.0000,5
01792255813001,24190.0000,4
01792256518001,800.0000,1
01792257123001,100000.0000,3
01792257999001,400.0000,4
01792258146001,10000.0000,60
01792258189001,800.0000,8
01792258715001,800.0000,2
01792259088001,800.0000,16
01792431565001,14392523.0000,77
01792431662001,16800.0000,8
01792431670001,28000.0000,3
01792431778001,400.0000,2
01792431832001,800.0000,5
01792432022001,2600.0000,2
01792432057001,450.0000,4
01792432081001,400.0000,1
01792432146001,800.0000,4
01792432162001,94265.0000,64
01792432219001,800.0000,3
01792432294001,800.0000,3
01792432340001,400.0000,3
01792432375001,800.0000,2
01792432456001,841750.0000,9
01792432596001,400.0000,2
01792432618001,400.0000,2
01792432626001,800.0000,1
01792432634001,10000.0000,2
01792432715001,2000.0000,2
01792432804001,800.0000,3
01792432960001,2000.0000,2
01792433150001,500.0000,2
01792433398001,800.0000,4
01792433541001,400.0000,2
01792213169001,10000.0000,2
01792213495001,10039.0000,48
01792215838001,5150.0000,2
01792216001001,1000.0000,2
01792216486001,400.0000,2
01792219337001,400.0000,8
00190398218001,800.0000,3
00190398234001,400.0000,5
00190400042001,805.0000,4
00190400050001,400.0000,
00190400301001,1350.0000,2
00190400409001,800.0000,57
00190400441001,400.0000,2
00190400492001,400.0000,2
00190400689001,800.0000,2
00190401030001,20000.0000,12
00190386805001,223000.0000,16
00190388018001,600.0000,2
00190388077001,400.0000,11
00190388360001,400.0000,4
00190388816001,1000.0000,
00190388905001,9000.0000,23
00190389146001,400.0000,4
00190389359001,1500.0000,2
00190389634001,2000.0000,4
00190390195001,402.0000,4
00190390659001,816.0000,2
00190391302001,1000.0000,2
00190391434001,2436497.0000,73
00190391779001,1000.0000,12
00190392325001,400.0000,1
00190393402001,100400.0000,2
00190393941001,11273.0000,5
00190394301001,400.0000,2
00190395103001,900.0000,1
00190395316001,1224.0000,2
00190398277001,400.0000,3
00190398498001,400.0000,2
00190401987001,400.0000,6
00190401995001,750000.0000,1
00190402061001,800.0000,11
00190402088001,394627.0000,2
00190402126001,400.0000,3
00190402231001,800.0000,
00190402304001,400.0000,2
00190402355001,1500.0000,3
00190402452001,3128353.0000,4
00190402479001,3100.0000,2
00190402509001,800.0000,2
00190402584001,1000.0000,19
00190402630001,400.0000,10
00190402681001,1000.0000,6
00190402711001,400.0000,4
00190402746001,5000.0000,54
00190403033001,900.0000,3
00190403068001,400.0000,6
00190403130001,800.0000,4
00190403149001,910.0000,1
00190403319001,500.0000,2
00190403408001,800.0000,2
00190403645001,910.0000,4
00190403696001,800.0000,5
00190403718001,400.0000,2
00190403726001,400.0000,4
00190403793001,400.0000,4
00190403807001,455962.0000,42
00190403874001,402.0000,2
00190403912001,800.0000,2
00190403920001,400.0000,4
00190403998001,800.0000,15
00190404005001,400.0000,2
00190404048001,1485.0000,2
00190404102001,858.0000,3
00190404188001,400.0000,3
00190404196001,400000.0000,6
00190404293001,1560.0000,6
00190404528001,400.0000,2
00190404668001,1260.0000,2
00190404692001,405.0000,2
00190404889001,70388.0000,7
00190405044001,840.0000,5
00190405095001,10000.0000,2
00190405346001,800.0000,5
00190379604001,800.0000,3
00190390233001,500.0000,2
00190390527001,78403.0000,21
00190391280001,400.0000,2
00190393534001,400.0000,22
00190394131001,800.0000,10
00993051608001,10000.0000,
00993134104001,800.0000,
00993134252001,800.0000,
00993135070001,800.0000,
00993135550001,800.0000,
00993136077001,20000.0000,
00993137227001,10500.0000,
00993137332001,1000.0000,
00993137723001,800.0000,
00993137960001,800.0000,
00993138991001,800.0000,
00993139068001,800.0000,
00993139165001,10000.0000,
00993139661001,10000.0000,
00993139718001,800.0000,
00993140066001,800.0000,
00993140317001,800.0000,
00993140414001,5000.0000,
00993140554001,800.0000,
00993141518001,800.0000,0
00993141577001,800.0000,
00993141674001,800.0000,
00993142115001,800.0000,
00993142204001,800.0000,
00993142336001,2000.0000,
00993142484001,800.0000,
00993142581001,1000.0000,
00993142891001,10000.0000,
00993143545001,10000.0000,
00993143790001,800.0000,
00993143979001,872000.0000,
00993145998001,800.0000,
00993146552001,800.0000,
00993147923001,1000.0000,
00993148148001,800.0000,
00993148474001,15800.0000,
00993149055001,800.0000,
00993149306001,800.0000,
00993150053001,800.0000,
00993150134001,1000.0000,
00993150258001,79126.0000,
00993066230001,900.0000,
00993069957001,52938.0000,
00993071641001,800.0000,
00993072141001,800.0000,
00993299944001,800.0000,
00993300063001,800.0000,
00993300640001,800.0000,
00993300780001,200.0000,
00993301132001,15000.0000,
00993301264001,1000.0000,
00993301841001,1000.0000,
00993301957001,800.0000,
00993302171001,5000.0000,
00993302228001,100.0000,
00993302279001,1000.0000,
00993302384001,400.0000,
00993302457001,800.0000,
00993302503001,500.0000,
00993302759001,800.0000,
00993303143001,1000.0000,
00993303232001,800.0000,
00993303348001,1.0000,
00993303852001,800.0000,
00993303976001,1680000.0000,
00993303992001,1000.0000,
00993304298001,1000.0000,
00993304824001,800.0000,
00993305278001,100.0000,
00993305286001,800.0000,
00993305332001,800.0000,
00993305588001,50.0000,
00993305677001,1000.0000,
00993306118001,5.0000,
00993306177001,200.0000,
00993306444001,800.0000,
00993306975001,200.0000,
00993307130001,800.0000,
00993307165001,800.0000,
00993307742001,1000.0000,
00993307882001,1000.0000,
00993308064001,900.0000,
00993308846001,1000.0000,
01792219531001,800.0000,3
01792220025001,85000.0000,30
01792221242001,800.0000,2
01792222842001,10000.0000,10
01792224152001,6000.0000,6
01792224578001,50010.0000,6
01792226813001,800.0000,21
01792241146001,800.0000,4
01792241634001,2200.0000,4
01792243130001,600.0000,2
01792244137001,400.0000,2
01792244161001,400.0000,4
01792244587001,400.0000,18
01792259193001,800.0000,2
01792260043001,185647.0000,87
01792260256001,400.0000,2
01792261058001,990.0000,2
01792261201001,5000.0000,2
01792261244001,800.0000,58
01792262224001,400.0000,2
01792262615001,2000.0000,4
01792262666001,15000.0000,2
01792263964001,171000.0000,1
01792264901001,825.0000,2
01792265231001,402.0000,2
01792265258001,214000.0000,3
01792267080001,5000.0000,2
01792268168001,400.0000,5
01792268850001,87940.0000,12
01792269717001,800.0000,4
01792270499001,4000.0000,7
01792272300001,3000.0000,15
01792272661001,10000.0000,8
01792272807001,800.0000,3
01792272815001,450.0000,2
01792273323001,800.0000,4
01792273552001,3000.0000,8
01792274680001,70400.0000,2
01792275539001,1000.0000,1
01792276713001,400.0000,6
01792276934001,400.0000,4
01792246725001,400.0000,3
01792247047001,400.0000,3
01792250323001,2000.0000,41
01792250420001,400.0000,7
01792252814001,800.0000,2
01792255325001,5500.0000,24
01792255945001,1000.0000,5
01792256186001,180800.0000,2
01792203902001,100000.0000,1833
01792207312001,400.0000,4
01792181836001,162000.0000,5
01792277299001,2000.0000,24
01792277531001,800.0000,5
01792277590001,1600.0000,2
01792277906001,230993.0000,4
01792278015001,400.0000,10
01792278198001,1000.0000,13
01792278643001,400.0000,5
01792278880001,112177.0000,23
01792280206001,800.0000,2
01792281458001,400.0000,3
01792281474001,1000.0000,1
01792282098001,12000.0000,5
01792282586001,1000.0000,2
01792283159001,500.0000,13
01792283442001,1000.0000,3
01792283698001,12500.0000,8
01792356679001,5000.0000,2
